Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
Loamy,5.3,25.02,1.23,2.22,31.41,58.44,1177.52,6.27,18.39,Sugarcane,Flowering,Rabi,Sprinkler,Reservoir,6.78,Yes,45.31,East,Medium
Sandy,8.15,17.06,1.37,3.01,33.73,71.78,222.22,6.75,4.6,Cotton,Vegetative,Rabi,Drip,Rainwater,12.05,No,53.72,North,High
Silt,5.51,10.7,1.25,0.89,34.11,70.51,1292.18,4.52,18.18,Sugarcane,Vegetative,Rabi,Sprinkler,Reservoir,10.54,No,56.95,South,High
Clay,5.24,19.17,0.6,1.61,23.25,91.7,325.17,8.43,13.43,Wheat,Vegetative,Zaid,Canal,River,12.11,No,59.51,West,Medium
Clay,5.49,41.17,1.54,2.21,38.2,51.77,248.37,7.98,10.3,Sugarcane,Sowing,Zaid,Canal,Rainwater,3.87,Yes,34.88,North,Medium
Loamy,7.41,52.81,0.33,3.21,28.32,68.94,775.05,7.23,3.89,Wheat,Harvest,Kharif,Canal,Groundwater,5.1,Yes,81.8,Central,Low
Silt,6.25,17.65,0.73,0.15,25.16,87.15,2186.04,4.57,13.64,Sugarcane,Sowing,Zaid,Canal,Groundwater,11.72,Yes,64.76,West,Low
Sandy,6.72,14.19,0.64,0.82,36.31,53.29,1971.3,4.65,17.78,Wheat,Vegetative,Zaid,Drip,River,4.32,Yes,75.61,South,Medium
Clay,4.87,50.71,0.36,0.9,19.31,58.44,2397.87,7.82,3.62,Wheat,Vegetative,Zaid,Sprinkler,Reservoir,11.44,Yes,12.15,North,Low
Silt,4.92,25.39,0.83,1.21,37.81,89.61,1150.49,4.26,0.62,Wheat,Vegetative,Kharif,Sprinkler,Rainwater,11.37,Yes,14.87,West,Low
Silt,6.32,62.24,1.11,1.06,28.16,63.52,781.1,9.07,14.93,Wheat,Flowering,Rabi,Drip,Rainwater,11.54,No,47.81,North,Medium
Loamy,7.58,48.72,1.45,2.11,39.0,80.97,2427.27,10.96,12.21,Maize,Harvest,Kharif,Rainfed,Rainwater,6.72,Yes,73.97,Central,Low
Clay,7.81,26.63,1.59,3.11,18.05,90.49,954.42,8.18,10.31,Maize,Sowing,Zaid,Canal,Rainwater,3.13,Yes,34.54,East,Low
Clay,5.09,24.5,1.35,2.27,40.08,64.97,22.76,9.06,9.39,Potato,Harvest,Kharif,Canal,Groundwater,1.71,Yes,14.17,North,Medium
Sandy,6.63,37.85,0.91,0.92,32.64,32.64,2050.27,7.07,10.2,Sugarcane,Vegetative,Kharif,Sprinkler,Rainwater,3.15,Yes,87.26,South,Medium
Clay,7.9,12.51,1.24,3.04,30.55,82.52,423.03,8.67,7.8,Cotton,Flowering,Rabi,Rainfed,Rainwater,7.51,Yes,94.87,North,Medium
Sandy,6.12,14.71,1.4,2.25,24.66,82.24,1794.78,8.56,2.11,Rice,Harvest,Rabi,Drip,Groundwater,4.14,Yes,77.43,South,Low
Clay,7.62,18.02,0.9,0.84,40.69,33.05,37.8,9.77,15.63,Maize,Flowering,Rabi,Sprinkler,Reservoir,12.92,Yes,40.05,North,High
Loamy,5.25,52.16,1.32,1.33,25.32,63.37,277.48,8.98,9.62,Wheat,Harvest,Zaid,Canal,Rainwater,11.08,No,70.48,East,Low
Clay,7.98,37.29,0.93,2.79,26.96,59.1,1208.91,9.24,16.59,Maize,Vegetative,Kharif,Canal,Groundwater,11.19,Yes,37.29,Central,Low
Sandy,7.35,8.6,0.8,2.61,35.44,84.3,169.75,7.9,19.65,Wheat,Sowing,Zaid,Canal,Reservoir,4.65,No,97.4,Central,High
Sandy,8.0,46.39,0.98,2.06,20.55,44.22,2221.58,7.39,3.85,Cotton,Flowering,Rabi,Canal,River,7.21,No,116.25,East,Low
Loamy,7.1,32.15,1.18,0.59,20.74,54.84,1874.67,7.21,15.97,Maize,Harvest,Zaid,Sprinkler,Groundwater,9.62,No,16.41,East,Low
Clay,6.04,37.12,1.24,2.83,35.26,67.34,820.46,6.74,19.56,Rice,Vegetative,Kharif,Sprinkler,Groundwater,6.83,No,91.09,East,Medium
Clay,7.99,20.2,0.76,1.15,15.86,61.21,1493.8,5.86,14.63,Rice,Vegetative,Zaid,Drip,Groundwater,11.98,Yes,0.3,West,Medium
Loamy,5.74,39.45,1.04,2.72,36.69,91.85,1788.82,4.23,5.3,Maize,Sowing,Kharif,Sprinkler,Groundwater,8.99,No,52.36,West,Low
Clay,5.93,63.81,1.48,2.3,30.76,92.25,1888.5,8.7,17.98,Potato,Harvest,Zaid,Rainfed,River,9.08,No,89.77,East,Low
Clay,7.18,12.19,1.57,1.0,28.17,30.71,989.19,10.31,15.97,Maize,Sowing,Zaid,Sprinkler,River,1.15,No,86.41,North,Medium
Sandy,7.4,24.18,0.6,0.82,18.87,45.85,2247.0,10.51,9.26,Rice,Harvest,Rabi,Rainfed,River,11.98,Yes,112.14,North,Low
Clay,7.96,21.85,0.55,0.55,35.59,25.53,2354.46,8.06,11.67,Cotton,Vegetative,Zaid,Canal,River,2.12,No,108.56,South,High
Clay,5.5,22.17,1.18,0.92,36.15,54.25,489.29,4.66,14.58,Sugarcane,Flowering,Kharif,Sprinkler,River,3.25,No,59.24,Central,High
Loamy,7.51,29.59,0.84,0.64,26.49,71.35,2278.1,10.15,2.93,Maize,Harvest,Zaid,Canal,Reservoir,2.04,No,99.26,South,Low
Loamy,7.31,54.63,0.33,2.2,23.68,57.99,1781.7,9.23,18.58,Maize,Sowing,Kharif,Sprinkler,Reservoir,12.58,No,119.42,Central,Low
Silt,5.02,60.03,0.75,2.14,19.38,29.7,2220.35,5.76,19.76,Rice,Vegetative,Kharif,Drip,Groundwater,13.3,No,69.81,North,Medium
Sandy,6.12,19.53,1.35,2.09,34.63,38.72,1061.89,9.62,6.95,Rice,Sowing,Zaid,Canal,Groundwater,14.67,Yes,78.76,North,Low
Clay,5.76,38.95,1.34,2.28,31.18,37.13,1652.99,7.3,14.44,Rice,Flowering,Kharif,Canal,Reservoir,2.73,Yes,9.68,West,Medium
Clay,5.84,44.3,0.94,2.87,18.2,60.78,588.45,10.21,8.72,Rice,Sowing,Zaid,Canal,Reservoir,12.8,No,118.11,East,Low
Silt,8.14,37.74,0.91,3.21,35.83,72.44,1877.75,5.73,1.04,Maize,Flowering,Zaid,Rainfed,Reservoir,8.85,Yes,109.86,East,Low
Clay,6.99,32.74,1.05,0.88,38.47,47.14,1454.33,9.61,19.19,Wheat,Flowering,Kharif,Drip,Reservoir,13.56,Yes,56.4,South,Medium
Sandy,7.24,18.94,0.59,2.1,13.78,34.13,1202.36,8.98,3.28,Rice,Vegetative,Zaid,Canal,Rainwater,4.6,Yes,56.66,West,Medium
Silt,8.12,35.83,0.98,0.37,35.17,80.9,1731.7,4.1,1.96,Potato,Vegetative,Rabi,Drip,River,4.38,Yes,69.67,East,Low
Sandy,6.08,30.87,0.31,0.51,37.58,85.09,1380.86,7.94,16.83,Cotton,Flowering,Rabi,Rainfed,Rainwater,12.14,Yes,87.35,West,Medium
Silt,7.53,53.35,0.92,2.32,41.75,44.35,1913.39,9.01,1.16,Cotton,Vegetative,Kharif,Rainfed,Groundwater,3.94,Yes,86.81,West,Low
Silt,6.28,51.53,0.74,1.75,19.13,54.45,2146.09,5.09,13.91,Potato,Flowering,Rabi,Canal,Groundwater,1.36,No,77.5,Central,Medium
Loamy,7.76,15.64,1.18,2.68,23.13,30.74,2001.52,7.72,18.64,Potato,Vegetative,Kharif,Sprinkler,River,6.78,No,34.51,South,Medium
Sandy,5.41,13.05,1.13,1.55,40.99,40.94,768.77,6.13,8.42,Maize,Flowering,Rabi,Canal,Groundwater,9.19,No,65.23,East,Medium
Clay,8.02,59.76,0.8,0.53,14.82,78.69,2440.3,8.87,1.83,Rice,Flowering,Kharif,Sprinkler,Rainwater,10.69,Yes,66.45,North,Low
Clay,5.54,38.52,0.31,3.06,27.71,50.56,1624.35,7.78,4.76,Sugarcane,Vegetative,Zaid,Drip,Groundwater,2.38,No,58.27,North,Low
Sandy,5.91,56.89,0.63,0.38,27.2,67.33,808.67,8.35,18.99,Potato,Harvest,Rabi,Canal,Groundwater,7.86,No,8.24,North,Low
Clay,7.37,11.31,1.12,0.74,30.2,91.23,106.45,4.51,9.58,Rice,Vegetative,Zaid,Rainfed,Rainwater,5.2,Yes,106.21,Central,High
Clay,6.14,38.01,0.39,1.04,21.92,75.65,2470.24,4.96,11.06,Maize,Vegetative,Kharif,Drip,River,6.9,No,38.73,North,Medium
Sandy,6.87,38.75,0.44,3.48,39.78,56.74,1497.54,7.86,3.54,Potato,Sowing,Rabi,Sprinkler,Rainwater,1.71,No,75.65,West,Low
Silt,6.31,57.06,1.14,1.52,20.1,50.68,568.85,5.27,18.4,Sugarcane,Vegetative,Zaid,Drip,River,11.18,Yes,75.51,South,Low
Sandy,7.32,13.56,1.28,1.81,31.49,38.34,1227.81,7.49,10.58,Maize,Flowering,Kharif,Canal,River,9.72,No,15.0,Central,High
Silt,5.58,21.71,0.72,2.72,26.88,77.93,993.85,8.83,10.81,Wheat,Harvest,Rabi,Rainfed,River,8.1,No,107.55,North,Medium
Clay,5.0,31.17,0.94,2.26,20.0,32.87,2378.41,9.67,11.73,Cotton,Vegetative,Zaid,Drip,Groundwater,2.95,No,43.42,East,Medium
Clay,5.82,57.35,1.53,2.96,17.67,29.3,1231.65,5.0,15.46,Potato,Flowering,Zaid,Canal,Reservoir,2.84,No,8.23,Central,Medium
Clay,6.41,61.52,1.53,1.75,40.7,32.34,1211.67,9.19,4.46,Maize,Vegetative,Kharif,Canal,Rainwater,3.26,Yes,109.25,East,Low
Loamy,5.37,64.59,0.7,3.41,28.84,42.0,1986.5,6.54,18.88,Rice,Flowering,Kharif,Canal,Groundwater,11.88,Yes,25.93,East,Low
Silt,6.01,62.67,1.35,2.81,30.13,68.9,977.28,8.75,3.92,Rice,Flowering,Zaid,Canal,Rainwater,5.6,No,88.28,West,Medium
Loamy,6.16,8.34,1.07,1.46,35.49,85.29,491.3,5.02,4.35,Maize,Harvest,Zaid,Sprinkler,Groundwater,5.81,No,114.75,West,Medium
Loamy,5.0,10.72,1.57,1.4,14.44,94.48,1921.0,7.61,0.74,Cotton,Sowing,Zaid,Sprinkler,River,5.52,Yes,27.42,South,Low
Sandy,6.78,16.41,0.92,3.26,33.41,76.2,2275.27,9.86,0.88,Maize,Harvest,Kharif,Sprinkler,Rainwater,2.18,Yes,84.45,Central,Low
Loamy,7.81,27.89,1.31,2.43,16.95,35.22,114.32,4.75,8.86,Maize,Harvest,Zaid,Canal,Reservoir,12.81,No,33.71,North,Low
Sandy,5.32,55.31,1.3,2.21,34.21,44.44,2149.75,9.79,4.07,Rice,Sowing,Zaid,Sprinkler,Rainwater,8.66,Yes,98.25,Central,Low
Sandy,6.83,58.88,0.95,2.68,16.24,34.24,1094.66,7.17,4.63,Rice,Flowering,Kharif,Rainfed,Rainwater,14.92,No,102.05,South,Low
Loamy,7.06,18.65,1.33,2.01,36.97,33.09,722.83,9.76,19.76,Rice,Flowering,Zaid,Rainfed,Reservoir,7.9,No,62.8,East,High
Silt,6.23,43.32,0.64,0.64,32.43,64.74,97.95,10.71,18.62,Potato,Flowering,Kharif,Drip,Reservoir,10.43,Yes,64.21,West,Medium
Silt,7.18,60.29,0.46,1.19,23.58,88.47,513.81,5.12,6.79,Cotton,Vegetative,Kharif,Sprinkler,Reservoir,12.21,No,66.06,South,Low
Silt,6.2,34.43,0.85,2.0,22.77,72.9,832.17,8.72,7.19,Rice,Vegetative,Kharif,Rainfed,Reservoir,12.31,No,99.22,South,Low
Silt,6.52,13.9,1.53,0.16,16.47,81.05,176.71,5.65,6.2,Sugarcane,Vegetative,Zaid,Rainfed,Groundwater,6.74,Yes,14.64,South,Medium
Silt,4.83,34.1,0.95,1.59,39.12,60.57,471.98,4.95,17.7,Sugarcane,Harvest,Zaid,Sprinkler,River,5.89,Yes,46.61,Central,Low
Loamy,7.15,29.42,1.13,2.67,15.56,58.27,1842.1,8.4,2.42,Maize,Flowering,Zaid,Rainfed,Rainwater,2.47,No,27.68,Central,Low
Loamy,7.05,40.93,1.11,0.66,26.16,90.62,1717.15,4.76,11.89,Maize,Flowering,Zaid,Drip,River,11.61,No,93.27,West,Medium
Clay,4.93,33.0,0.47,0.32,19.1,75.54,1924.6,7.26,4.13,Wheat,Vegetative,Rabi,Sprinkler,Groundwater,9.5,No,72.87,North,Low
Silt,6.05,8.99,0.81,2.94,41.89,57.15,413.14,8.45,15.28,Sugarcane,Harvest,Rabi,Rainfed,Rainwater,2.81,No,58.43,Central,Medium
Loamy,8.13,64.66,1.22,2.2,29.58,48.28,107.58,7.5,12.81,Cotton,Harvest,Rabi,Canal,Groundwater,7.6,No,53.56,West,Medium
Clay,6.23,38.98,1.56,0.7,16.49,31.52,1171.47,8.88,8.06,Maize,Sowing,Zaid,Canal,Groundwater,8.68,No,100.36,Central,Low
Silt,6.51,35.0,0.52,2.84,32.03,82.47,856.96,9.61,2.41,Maize,Harvest,Rabi,Rainfed,Reservoir,13.02,No,22.9,Central,Low
Sandy,7.89,62.41,0.83,2.34,41.75,36.85,1941.83,10.11,15.46,Cotton,Sowing,Rabi,Sprinkler,Rainwater,1.56,No,48.44,South,Low
Clay,7.24,16.88,0.42,1.24,30.15,61.05,1347.07,7.92,2.0,Sugarcane,Harvest,Rabi,Drip,Groundwater,2.68,No,70.94,North,Medium
Loamy,6.78,18.79,0.62,1.38,25.72,69.61,2327.95,5.94,5.84,Wheat,Sowing,Rabi,Rainfed,Rainwater,8.15,Yes,21.47,East,Low
Sandy,7.51,54.06,0.79,0.63,20.8,77.09,153.02,7.57,5.45,Cotton,Harvest,Zaid,Drip,Groundwater,0.97,No,52.24,Central,Low
Sandy,7.74,22.87,1.0,2.94,14.76,30.83,909.19,6.71,11.78,Wheat,Sowing,Zaid,Canal,Groundwater,5.94,Yes,81.08,East,Low
Sandy,6.35,53.56,0.6,1.83,18.85,25.75,1013.1,5.58,10.52,Wheat,Sowing,Rabi,Sprinkler,Rainwater,0.53,Yes,52.81,East,Low
Clay,6.42,23.48,0.6,1.99,28.61,74.42,314.72,7.7,5.95,Potato,Harvest,Zaid,Drip,River,4.09,Yes,12.55,South,Low
Loamy,6.11,9.89,1.31,3.1,34.61,56.81,1457.54,4.16,8.89,Maize,Sowing,Kharif,Rainfed,Reservoir,2.67,Yes,71.49,West,Low
Sandy,8.09,37.47,1.55,0.15,38.34,37.68,100.51,8.24,9.01,Sugarcane,Harvest,Zaid,Canal,Groundwater,4.5,No,18.99,North,Medium
Silt,7.17,19.21,0.72,0.33,35.81,93.74,1781.81,9.75,11.68,Wheat,Sowing,Rabi,Drip,River,11.58,No,37.16,West,Medium
Sandy,5.08,51.2,1.19,0.65,15.76,80.39,93.61,11.0,18.02,Cotton,Sowing,Zaid,Sprinkler,Groundwater,5.41,No,6.51,North,Medium
Sandy,7.73,44.55,0.64,0.2,35.2,65.5,2183.68,10.45,3.27,Sugarcane,Vegetative,Rabi,Rainfed,River,13.42,Yes,59.87,Central,Low
Clay,6.43,60.65,1.51,2.34,29.45,74.15,162.57,4.63,11.38,Rice,Flowering,Zaid,Drip,Reservoir,4.37,Yes,51.11,South,Medium
Clay,5.03,52.63,1.17,2.26,26.07,35.85,1140.87,5.14,0.86,Rice,Vegetative,Zaid,Rainfed,River,2.19,Yes,92.44,Central,Low
Loamy,6.67,18.3,1.34,0.82,29.18,92.36,388.46,4.97,14.12,Potato,Flowering,Kharif,Rainfed,Reservoir,1.18,Yes,96.73,Central,Medium
Silt,6.22,53.61,0.36,0.61,12.24,94.75,332.81,7.91,12.99,Cotton,Harvest,Rabi,Drip,Rainwater,14.88,No,106.63,East,Low
Clay,7.78,44.58,1.08,0.6,14.03,70.39,1803.04,4.32,14.03,Rice,Flowering,Rabi,Canal,River,1.71,No,15.46,South,Medium
Sandy,5.49,46.13,0.99,3.34,27.78,71.78,1935.63,10.56,9.76,Sugarcane,Flowering,Zaid,Canal,Groundwater,5.61,Yes,35.41,West,Low
Loamy,7.61,55.44,0.68,2.46,17.21,74.31,1848.0,4.43,4.14,Sugarcane,Sowing,Kharif,Canal,River,12.75,Yes,75.74,North,Low
Sandy,6.7,40.71,0.64,2.09,28.37,71.61,1009.98,6.74,9.24,Maize,Flowering,Rabi,Rainfed,Groundwater,3.63,No,113.46,Central,Low
Sandy,4.99,34.56,1.05,1.2,22.63,55.7,2476.97,10.26,0.96,Sugarcane,Harvest,Rabi,Drip,Rainwater,1.25,Yes,56.43,North,Low
Clay,8.1,44.29,1.22,1.57,39.22,62.85,849.92,10.64,7.94,Wheat,Harvest,Zaid,Drip,Reservoir,8.26,Yes,60.61,North,Low
Loamy,6.54,24.98,0.34,0.4,40.49,44.79,613.2,7.26,16.85,Potato,Vegetative,Rabi,Rainfed,Rainwater,0.81,No,49.49,South,High
Silt,5.79,18.41,1.04,3.49,41.39,56.28,2491.26,7.42,7.1,Maize,Flowering,Kharif,Sprinkler,Groundwater,10.88,Yes,35.22,North,Medium
Silt,6.4,43.15,0.52,2.67,38.97,55.53,2443.19,8.45,12.04,Wheat,Harvest,Zaid,Canal,Rainwater,9.12,No,33.37,North,Low
Clay,7.72,21.33,0.48,2.21,41.58,45.17,1479.59,6.85,5.59,Sugarcane,Harvest,Zaid,Drip,Groundwater,3.71,No,35.8,East,Medium
Clay,5.84,12.56,1.11,2.1,33.18,80.07,522.6,6.27,3.12,Maize,Vegetative,Zaid,Drip,River,7.52,Yes,48.09,East,Medium
Loamy,5.46,8.03,0.7,1.81,40.82,53.68,596.25,9.18,10.66,Cotton,Vegetative,Rabi,Canal,River,0.4,Yes,56.37,Central,Medium
Silt,5.24,42.67,0.87,0.98,31.25,63.62,1302.21,8.17,1.2,Cotton,Vegetative,Rabi,Canal,Groundwater,8.27,Yes,7.78,West,Low
Silt,5.81,28.64,0.77,0.87,36.28,35.93,1940.26,7.37,18.14,Cotton,Sowing,Rabi,Canal,River,11.69,No,90.45,North,Low
Silt,7.45,50.88,1.14,1.97,15.96,58.25,193.64,4.71,15.66,Potato,Sowing,Zaid,Canal,Rainwater,1.16,Yes,12.1,West,Low
Sandy,6.4,29.39,0.91,0.34,32.48,78.3,1719.18,4.48,19.96,Maize,Sowing,Kharif,Sprinkler,Reservoir,3.61,No,72.01,East,Low
Silt,5.57,35.7,1.55,0.35,39.93,56.12,257.78,7.58,19.87,Sugarcane,Vegetative,Kharif,Sprinkler,Groundwater,9.47,Yes,76.39,North,Medium
Sandy,5.37,31.2,0.76,2.01,28.2,64.04,2110.28,8.34,14.72,Sugarcane,Harvest,Kharif,Rainfed,River,1.01,Yes,5.33,West,Low
Loamy,5.93,45.08,1.26,3.23,17.6,74.12,1330.3,8.6,15.65,Potato,Vegetative,Zaid,Canal,Reservoir,12.29,Yes,42.03,North,Low
Sandy,8.0,28.3,0.63,3.21,27.81,52.23,2474.24,10.26,10.8,Potato,Vegetative,Rabi,Sprinkler,Reservoir,5.07,Yes,89.85,South,Low
Loamy,5.97,62.93,0.96,0.14,33.21,49.73,1882.46,9.71,4.76,Maize,Harvest,Rabi,Rainfed,Reservoir,3.4,No,36.62,South,Low
Silt,8.16,61.36,1.02,0.47,35.09,31.0,1243.07,4.99,16.26,Maize,Vegetative,Rabi,Canal,River,12.82,No,107.23,South,Medium
Silt,6.45,56.34,0.73,2.08,27.71,65.76,352.94,9.56,5.76,Rice,Vegetative,Kharif,Sprinkler,Rainwater,9.92,Yes,114.22,East,Low
Loamy,5.41,60.46,0.91,2.98,18.52,74.49,1355.99,8.73,13.17,Rice,Vegetative,Rabi,Canal,Groundwater,13.51,Yes,108.78,Central,Low
Clay,7.83,33.6,0.66,3.35,39.8,65.69,286.11,9.8,14.75,Potato,Vegetative,Zaid,Rainfed,Rainwater,6.04,Yes,72.03,West,Medium
Loamy,6.37,38.58,0.31,3.03,35.21,44.85,2262.91,9.9,11.5,Potato,Sowing,Kharif,Sprinkler,River,14.7,Yes,18.68,North,Low
Clay,7.21,50.3,0.58,2.4,20.12,43.36,575.17,6.42,13.42,Maize,Harvest,Zaid,Rainfed,River,14.34,Yes,59.14,South,Low
Sandy,8.14,47.68,1.21,0.78,36.35,36.16,2163.42,5.84,6.21,Cotton,Flowering,Zaid,Canal,Groundwater,8.68,No,118.96,North,Medium
Sandy,4.97,58.77,1.3,0.35,22.44,28.29,759.76,7.87,15.33,Sugarcane,Vegetative,Kharif,Rainfed,Groundwater,11.0,Yes,8.31,West,Low
Sandy,5.13,48.83,0.66,0.26,21.37,54.88,554.75,6.09,18.9,Cotton,Sowing,Rabi,Drip,River,5.77,Yes,44.32,South,Low
Silt,7.25,64.88,0.83,2.18,37.89,36.24,760.59,6.45,9.94,Wheat,Sowing,Kharif,Canal,Groundwater,1.15,Yes,30.64,South,Low
Sandy,5.76,27.86,0.35,0.22,38.2,73.36,1768.89,4.48,2.86,Wheat,Harvest,Kharif,Canal,Reservoir,5.15,Yes,112.07,East,Low
Clay,5.43,55.48,0.61,2.61,23.95,92.32,1313.04,10.94,12.58,Wheat,Harvest,Kharif,Rainfed,Groundwater,4.08,Yes,53.93,West,Low
Sandy,4.93,47.77,1.31,2.52,12.27,30.14,268.68,6.17,7.16,Cotton,Vegetative,Kharif,Canal,Reservoir,2.28,Yes,0.9,North,Medium
Loamy,4.87,47.41,1.09,0.37,17.6,87.51,342.65,9.46,8.67,Potato,Sowing,Kharif,Sprinkler,Rainwater,7.43,Yes,66.98,North,Low
Loamy,7.43,26.57,0.57,3.18,39.28,71.04,946.32,10.95,3.46,Potato,Vegetative,Kharif,Drip,Reservoir,14.03,Yes,40.75,South,Low
Silt,5.26,52.78,0.63,1.87,38.96,85.22,846.36,10.78,12.7,Rice,Harvest,Zaid,Canal,Reservoir,13.29,Yes,87.35,North,Low
Loamy,6.39,59.32,1.36,3.18,25.6,35.85,2129.34,8.44,15.85,Wheat,Flowering,Rabi,Drip,River,4.44,No,16.74,West,Medium
Clay,6.86,20.46,0.57,3.17,21.12,88.45,1430.63,7.77,15.45,Maize,Sowing,Rabi,Canal,Reservoir,15.0,No,88.82,East,Medium
Sandy,6.26,43.65,0.73,0.77,21.08,92.05,466.79,6.16,19.88,Sugarcane,Sowing,Zaid,Sprinkler,Groundwater,13.68,Yes,44.98,Central,Low
Silt,4.89,30.35,1.16,1.39,38.92,88.47,70.86,10.03,4.64,Potato,Flowering,Kharif,Sprinkler,River,1.68,No,119.16,South,Medium
Sandy,7.46,64.4,1.03,0.56,21.74,79.98,255.91,6.37,18.33,Rice,Flowering,Rabi,Sprinkler,Reservoir,3.87,No,57.68,East,Medium
Sandy,4.84,35.29,0.9,2.73,27.35,31.32,1751.03,4.75,14.79,Wheat,Flowering,Rabi,Drip,Reservoir,5.14,Yes,41.3,East,Low
Clay,7.39,21.01,1.47,1.81,33.93,40.45,2117.74,6.06,14.3,Potato,Harvest,Zaid,Sprinkler,River,3.58,Yes,40.65,West,Medium
Loamy,7.84,29.77,0.59,3.26,18.28,88.92,1956.35,6.21,13.83,Sugarcane,Harvest,Kharif,Canal,Groundwater,2.37,Yes,6.52,South,Low
Loamy,6.27,45.27,1.26,0.81,19.62,41.06,1974.69,9.03,11.0,Sugarcane,Sowing,Rabi,Rainfed,Groundwater,6.2,Yes,119.24,East,Low
Sandy,6.62,12.34,0.51,2.44,22.74,49.34,652.4,5.19,7.88,Rice,Harvest,Rabi,Canal,Groundwater,8.99,No,85.41,West,Low
Silt,6.42,42.41,1.1,3.46,31.63,28.53,2472.72,6.22,18.9,Cotton,Flowering,Rabi,Rainfed,Rainwater,11.53,Yes,99.85,East,Medium
Loamy,6.12,61.08,1.43,2.36,36.52,68.97,216.02,4.54,3.45,Sugarcane,Harvest,Rabi,Canal,Groundwater,13.49,No,64.96,West,Medium
Silt,7.82,56.47,0.9,0.33,28.4,64.43,2052.74,9.94,3.93,Potato,Vegetative,Kharif,Sprinkler,Reservoir,5.8,No,112.44,North,Low
Loamy,7.84,11.86,1.24,2.1,15.99,92.32,242.04,9.07,0.83,Rice,Vegetative,Kharif,Drip,Reservoir,9.59,Yes,57.96,South,Medium
Silt,5.94,64.62,1.37,0.71,25.39,87.46,668.83,7.06,14.92,Wheat,Sowing,Rabi,Drip,Rainwater,7.29,Yes,34.29,East,Low
Clay,6.89,47.83,0.48,0.2,15.83,60.42,1238.54,7.01,17.93,Rice,Vegetative,Zaid,Rainfed,Rainwater,10.55,No,91.27,South,Medium
Silt,7.95,17.25,1.22,1.24,14.65,67.65,133.35,5.16,4.13,Cotton,Harvest,Kharif,Rainfed,Groundwater,11.06,Yes,85.47,West,Medium
Clay,8.07,8.71,1.5,1.0,29.69,53.92,985.43,6.69,1.17,Wheat,Flowering,Rabi,Drip,Groundwater,0.56,Yes,97.8,Central,Medium
Clay,6.53,17.76,1.05,2.78,40.69,34.27,875.29,10.35,5.26,Cotton,Vegetative,Kharif,Canal,Groundwater,10.49,No,109.25,South,Medium
Silt,6.34,55.78,0.54,1.37,37.13,85.75,1617.93,4.97,17.73,Sugarcane,Harvest,Rabi,Sprinkler,River,1.03,Yes,23.4,South,Low
Clay,5.75,9.23,0.47,2.59,35.23,63.47,1795.03,9.36,0.82,Potato,Flowering,Rabi,Drip,Reservoir,3.63,Yes,39.68,West,Medium
Sandy,8.06,21.29,0.64,0.16,33.81,54.78,226.24,4.33,2.47,Rice,Sowing,Kharif,Sprinkler,River,4.57,No,45.68,Central,Medium
Clay,5.29,51.17,0.43,0.15,38.91,29.79,95.17,6.18,0.99,Maize,Flowering,Zaid,Drip,River,9.16,No,29.72,West,Medium
Loamy,6.77,41.41,0.97,0.2,34.59,71.58,1939.73,9.93,18.89,Potato,Vegetative,Rabi,Canal,Reservoir,4.21,No,108.48,South,Medium
Silt,5.76,52.62,0.39,0.85,30.81,52.98,1319.98,7.11,3.14,Cotton,Flowering,Rabi,Sprinkler,Rainwater,7.32,Yes,57.5,North,Low
Sandy,5.75,50.53,0.59,1.37,22.94,42.76,1336.59,8.92,18.06,Rice,Sowing,Kharif,Canal,Groundwater,9.1,No,106.78,East,Low
Silt,6.18,10.88,0.87,2.17,15.03,86.37,2451.79,4.72,9.73,Maize,Flowering,Zaid,Sprinkler,Rainwater,14.48,Yes,60.36,Central,Medium
Loamy,8.2,58.87,0.92,3.45,25.83,37.85,1094.35,8.78,8.2,Maize,Harvest,Kharif,Drip,River,9.8,No,56.93,West,Low
Loamy,4.99,20.94,1.04,1.3,39.74,61.05,490.48,9.73,8.82,Potato,Vegetative,Rabi,Sprinkler,River,10.81,Yes,40.24,West,Medium
Loamy,6.77,39.54,1.22,0.29,29.49,80.7,1701.6,9.64,8.66,Rice,Sowing,Kharif,Canal,Reservoir,5.38,No,58.34,East,Low
Clay,5.08,44.72,0.36,0.76,17.54,84.44,2039.2,7.07,7.16,Potato,Vegetative,Rabi,Rainfed,Rainwater,6.66,Yes,33.6,South,Low
Clay,5.33,17.61,0.4,3.15,31.47,82.31,1255.9,10.33,16.31,Wheat,Harvest,Zaid,Rainfed,Reservoir,2.29,No,68.23,East,Medium
Silt,6.29,63.65,0.38,2.48,25.96,87.76,1729.54,8.02,10.41,Maize,Vegetative,Rabi,Drip,Reservoir,5.32,Yes,18.99,South,Low
Silt,6.54,35.82,0.85,2.79,39.94,34.97,1284.83,9.73,19.82,Rice,Vegetative,Zaid,Sprinkler,Groundwater,1.42,Yes,97.66,South,Medium
